start_time,end_time,start_time_iso,end_time_iso,project_id,num_model_requests,user_id,api_key_id,model,batch,service_tier,input_tokens,output_tokens,input_cached_tokens,input_uncached_tokens,input_text_tokens,output_text_tokens,input_cached_text_tokens,input_audio_tokens,input_cached_audio_tokens,output_audio_tokens,input_image_tokens,input_cached_image_tokens,output_image_tokens
1751760000,1751846400,2025-07-06T00:00:00+00:00,2025-07-07T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,133,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4.1-2025-04-14,False,incentivized-tier,954119,41880,334976,619143,619143,41880,334976,0,0,0,0,0,0
1751846400,1751932800,2025-07-07T00:00:00+00:00,2025-07-08T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,831,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4.1-2025-04-14,False,default,7349323,229106,2649984,4699339,4699339,229106,2649984,0,0,0,0,0,0
1751846400,1751932800,2025-07-07T00:00:00+00:00,2025-07-08T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,28,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4o-2024-08-06,False,default,104482,6164,45056,59426,59426,6164,45056,0,0,0,0,0,0
1751846400,1751932800,2025-07-07T00:00:00+00:00,2025-07-08T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,179,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4.1-2025-04-14,False,incentivized-tier,954434,43788,466944,487490,487490,43788,466944,0,0,0,0,0,0
1751846400,1751932800,2025-07-07T00:00:00+00:00,2025-07-08T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,2,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,o4-mini-2025-04-16,False,incentivized-tier,5043,620,2304,2739,2739,620,2304,0,0,0,0,0,0
1751846400,1751932800,2025-07-07T00:00:00+00:00,2025-07-08T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,13,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4.1-2025-04-14,False,default,677787,4902,149760,528027,528027,4902,149760,0,0,0,0,0,0
1751846400,1751932800,2025-07-07T00:00:00+00:00,2025-07-08T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,1,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4.1-2025-04-14,False,incentivized-tier,80,1127,0,80,80,1127,0,0,0,0,0,0,0
1751846400,1751932800,2025-07-07T00:00:00+00:00,2025-07-08T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,8,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4o-search-preview-2025-03-11,False,default,22753,1561,0,22753,22753,1561,0,0,0,0,0,0,0
1751932800,1752019200,2025-07-08T00:00:00+00:00,2025-07-09T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,987,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4.1-2025-04-14,False,default,5679790,286060,3329664,2350126,2350126,286060,3329664,0,0,0,0,0,0
1751932800,1752019200,2025-07-08T00:00:00+00:00,2025-07-09T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,38,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4o-2024-08-06,False,default,122303,3460,72448,49855,49855,3460,72448,0,0,0,0,0,0
