start_time,end_time,start_time_iso,end_time_iso,project_id,num_model_requests,user_id,api_key_id,model,num_requests,context_level
1743724800,1743811200,2025-04-04T00:00:00+00:00,2025-04-05T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,43.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4o,43.0,medium
1743811200,1743897600,2025-04-05T00:00:00+00:00,2025-04-06T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,28.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4o,28.0,medium
1743897600,1743984000,2025-04-06T00:00:00+00:00,2025-04-07T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,1.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4o,1.0,medium
1743984000,1744070400,2025-04-07T00:00:00+00:00,2025-04-08T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,84.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4o,84.0,medium
1744070400,1744156800,2025-04-08T00:00:00+00:00,2025-04-09T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,79.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4o,79.0,medium
1744156800,1744243200,2025-04-09T00:00:00+00:00,2025-04-10T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,111.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4o,111.0,medium
1744156800,1744243200,2025-04-09T00:00:00+00:00,2025-04-10T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,3.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4o-mini,3.0,medium
1744243200,1744329600,2025-04-10T00:00:00+00:00,2025-04-11T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,59.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4o,59.0,medium
1744329600,1744416000,2025-04-11T00:00:00+00:00,2025-04-12T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,11.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4o,11.0,medium
1744416000,1744502400,2025-04-12T00:00:00+00:00,2025-04-13T00:00:00+00:00,,,,,,,
1744502400,1744588800,2025-04-13T00:00:00+00:00,2025-04-14T00:00:00+00:00,,,,,,,
1744588800,1744675200,2025-04-14T00:00:00+00:00,2025-04-15T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,24.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4o,24.0,medium
1744675200,1744761600,2025-04-15T00:00:00+00:00,2025-04-16T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,27.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4o,27.0,medium
1744761600,1744848000,2025-04-16T00:00:00+00:00,2025-04-17T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,45.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4o,45.0,medium
1744848000,1744934400,2025-04-17T00:00:00+00:00,2025-04-18T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,10.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4o,10.0,medium
1744934400,1745020800,2025-04-18T00:00:00+00:00,2025-04-19T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,69.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4o,69.0,medium
1745020800,1745107200,2025-04-19T00:00:00+00:00,2025-04-20T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,20.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4o,20.0,medium
1745107200,1745193600,2025-04-20T00:00:00+00:00,2025-04-21T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,3.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4o,3.0,medium
1745193600,1745280000,2025-04-21T00:00:00+00:00,2025-04-22T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,33.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4o,33.0,medium
1745280000,1745366400,2025-04-22T00:00:00+00:00,2025-04-23T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,54.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4o,54.0,medium
1745366400,1745452800,2025-04-23T00:00:00+00:00,2025-04-24T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,18.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4o,18.0,medium
1745452800,1745539200,2025-04-24T00:00:00+00:00,2025-04-25T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,13.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4o,13.0,medium
1745539200,1745625600,2025-04-25T00:00:00+00:00,2025-04-26T00:00:00+00:00,,,,,,,
1745625600,1745712000,2025-04-26T00:00:00+00:00,2025-04-27T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,1.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4o,1.0,medium
1745712000,1745798400,2025-04-27T00:00:00+00:00,2025-04-28T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,21.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4o,21.0,medium
1745798400,1745884800,2025-04-28T00:00:00+00:00,2025-04-29T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,26.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4o,26.0,medium
1745884800,1745971200,2025-04-29T00:00:00+00:00,2025-04-30T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,19.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4o,19.0,medium
1745971200,1746057600,2025-04-30T00:00:00+00:00,2025-05-01T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,42.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4o,42.0,medium
1746057600,1746144000,2025-05-01T00:00:00+00:00,2025-05-02T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,1.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4o,1.0,medium
1746144000,1746230400,2025-05-02T00:00:00+00:00,2025-05-03T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,3.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4o,3.0,medium
1746230400,1746316800,2025-05-03T00:00:00+00:00,2025-05-04T00:00:00+00:00,,,,,,,
1746316800,1746403200,2025-05-04T00:00:00+00:00,2025-05-05T00:00:00+00:00,,,,,,,
