start_time,end_time,start_time_iso,end_time_iso,project_id,num_model_requests,user_id,api_key_id,model,input_tokens
1741046400,1741132800,2025-03-04T00:00:00+00:00,2025-03-05T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,2976.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,2264663.0
1741132800,1741219200,2025-03-05T00:00:00+00:00,2025-03-06T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,4399.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,2632441.0
1741219200,1741305600,2025-03-06T00:00:00+00:00,2025-03-07T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,13147.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,8556613.0
1741305600,1741392000,2025-03-07T00:00:00+00:00,2025-03-08T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,2803.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,1500217.0
1741392000,1741478400,2025-03-08T00:00:00+00:00,2025-03-09T00:00:00+00:00,,,,,,
1741478400,1741564800,2025-03-09T00:00:00+00:00,2025-03-10T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,18.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,2791.0
1741564800,1741651200,2025-03-10T00:00:00+00:00,2025-03-11T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,6501.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,2521269.0
1741651200,1741737600,2025-03-11T00:00:00+00:00,2025-03-12T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,20995.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,13236717.0
1741737600,1741824000,2025-03-12T00:00:00+00:00,2025-03-13T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,6598.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,3147590.0
1741824000,1741910400,2025-03-13T00:00:00+00:00,2025-03-14T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,7277.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,4753221.0
1741910400,1741996800,2025-03-14T00:00:00+00:00,2025-03-15T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,17513.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,13419292.0
1741996800,1742083200,2025-03-15T00:00:00+00:00,2025-03-16T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,174.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,52955.0
1742083200,1742169600,2025-03-16T00:00:00+00:00,2025-03-17T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,23.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,1727.0
1742169600,1742256000,2025-03-17T00:00:00+00:00,2025-03-18T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,737.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,440416.0
1742256000,1742342400,2025-03-18T00:00:00+00:00,2025-03-19T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,469.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,148529.0
1742342400,1742428800,2025-03-19T00:00:00+00:00,2025-03-20T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,3685.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,2432828.0
1742428800,1742515200,2025-03-20T00:00:00+00:00,2025-03-21T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,84.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-large,25762.0
