start_time,end_time,start_time_iso,end_time_iso,project_id,num_model_requests,user_id,api_key_id,model,input_tokens
1764547200,1764633600,2025-12-01T00:00:00+00:00,2025-12-02T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,642.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,323151.0
1764633600,1764720000,2025-12-02T00:00:00+00:00,2025-12-03T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,335.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,142073.0
1764720000,1764806400,2025-12-03T00:00:00+00:00,2025-12-04T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,865.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,372180.0
1764806400,1764892800,2025-12-04T00:00:00+00:00,2025-12-05T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,1306.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,900900.0
1764892800,1764979200,2025-12-05T00:00:00+00:00,2025-12-06T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,1555.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,728495.0
1764979200,1765065600,2025-12-06T00:00:00+00:00,2025-12-07T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,3.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,142.0
1765065600,1765152000,2025-12-07T00:00:00+00:00,2025-12-08T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,10.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,379.0
1765152000,1765238400,2025-12-08T00:00:00+00:00,2025-12-09T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,426.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,215452.0
1765238400,1765324800,2025-12-09T00:00:00+00:00,2025-12-10T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,413.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,211018.0
1765324800,1765411200,2025-12-10T00:00:00+00:00,2025-12-11T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,264.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,88154.0
1765411200,1765497600,2025-12-11T00:00:00+00:00,2025-12-12T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,105.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,59405.0
1765497600,1765584000,2025-12-12T00:00:00+00:00,2025-12-13T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,1598.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,470386.0
1765584000,1765670400,2025-12-13T00:00:00+00:00,2025-12-14T00:00:00+00:00,,,,,,
1765670400,1765756800,2025-12-14T00:00:00+00:00,2025-12-15T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,12.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,1330.0
1765756800,1765843200,2025-12-15T00:00:00+00:00,2025-12-16T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,1457.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,724932.0
1765843200,1765929600,2025-12-16T00:00:00+00:00,2025-12-17T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,62.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,20371.0
