start_time,end_time,start_time_iso,end_time_iso,project_id,num_model_requests,user_id,api_key_id,model,input_tokens
1738368000,1738454400,2025-02-01T00:00:00+00:00,2025-02-02T00:00:00+00:00,,,,,,
1738454400,1738540800,2025-02-02T00:00:00+00:00,2025-02-03T00:00:00+00:00,,,,,,
1738540800,1738627200,2025-02-03T00:00:00+00:00,2025-02-04T00:00:00+00:00,,,,,,
1738627200,1738713600,2025-02-04T00:00:00+00:00,2025-02-05T00:00:00+00:00,,,,,,
1738713600,1738800000,2025-02-05T00:00:00+00:00,2025-02-06T00:00:00+00:00,,,,,,
1738800000,1738886400,2025-02-06T00:00:00+00:00,2025-02-07T00:00:00+00:00,,,,,,
1738886400,1738972800,2025-02-07T00:00:00+00:00,2025-02-08T00:00:00+00:00,,,,,,
1738972800,1739059200,2025-02-08T00:00:00+00:00,2025-02-09T00:00:00+00:00,,,,,,
1739059200,1739145600,2025-02-09T00:00:00+00:00,2025-02-10T00:00:00+00:00,,,,,,
1739145600,1739232000,2025-02-10T00:00:00+00:00,2025-02-11T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,58322.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,12068149.0
1739232000,1739318400,2025-02-11T00:00:00+00:00,2025-02-12T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,11188.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,6396482.0
1739318400,1739404800,2025-02-12T00:00:00+00:00,2025-02-13T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,15343.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,9173328.0
1739404800,1739491200,2025-02-13T00:00:00+00:00,2025-02-14T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,50349.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,31241642.0
1739491200,1739577600,2025-02-14T00:00:00+00:00,2025-02-15T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,527.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,128662.0
1739577600,1739664000,2025-02-15T00:00:00+00:00,2025-02-16T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,3.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,54.0
1739664000,1739750400,2025-02-16T00:00:00+00:00,2025-02-17T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,13.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,254.0
1739750400,1739836800,2025-02-17T00:00:00+00:00,2025-02-18T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,393.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,130988.0
1739836800,1739923200,2025-02-18T00:00:00+00:00,2025-02-19T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,14291.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,9299667.0
1739923200,1740009600,2025-02-19T00:00:00+00:00,2025-02-20T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,49.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,2846.0
1740009600,1740096000,2025-02-20T00:00:00+00:00,2025-02-21T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,7266.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,4306004.0
1740096000,1740182400,2025-02-21T00:00:00+00:00,2025-02-22T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,44221.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,28924051.0
1740182400,1740268800,2025-02-22T00:00:00+00:00,2025-02-23T00:00:00+00:00,,,,,,
1740268800,1740355200,2025-02-23T00:00:00+00:00,2025-02-24T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,6.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,5091.0
1740355200,1740441600,2025-02-24T00:00:00+00:00,2025-02-25T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,33734.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,9484360.0
1740441600,1740528000,2025-02-25T00:00:00+00:00,2025-02-26T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,11078.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,6835351.0
1740528000,1740614400,2025-02-26T00:00:00+00:00,2025-02-27T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,26015.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,16833140.0
1740614400,1740700800,2025-02-27T00:00:00+00:00,2025-02-28T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,4135.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,2835647.0
1740700800,1740787200,2025-02-28T00:00:00+00:00,2025-03-01T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,173.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,114160.0
1740787200,1740873600,2025-03-01T00:00:00+00:00,2025-03-02T00:00:00+00:00,,,,,,
1740873600,1740960000,2025-03-02T00:00:00+00:00,2025-03-03T00:00:00+00:00,,,,,,
1740960000,1741046400,2025-03-03T00:00:00+00:00,2025-03-04T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,154.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,text-embedding-3-small,20900.0
