start_time,end_time,start_time_iso,end_time_iso,project_id,num_model_requests,user_id,api_key_id,model,batch,service_tier,input_tokens,output_tokens,input_cached_tokens,input_uncached_tokens,input_text_tokens,output_text_tokens,input_cached_text_tokens,input_audio_tokens,input_cached_audio_tokens,output_audio_tokens,input_image_tokens,input_cached_image_tokens,output_image_tokens
1757116800,1757203200,2025-09-06T00:00:00+00:00,2025-09-07T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,100.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4.1-2025-04-14,False,incentivized-tier,471614.0,21911.0,335616.0,135998.0,135998.0,21911.0,335616.0,0.0,0.0,0.0,0.0,0.0,0.0
1757116800,1757203200,2025-09-06T00:00:00+00:00,2025-09-07T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,12.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-5-2025-08-07,False,incentivized-tier,73702.0,18279.0,2944.0,70758.0,70758.0,18279.0,2944.0,0.0,0.0,0.0,0.0,0.0,0.0
1757203200,1757289600,2025-09-07T00:00:00+00:00,2025-09-08T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,4.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4.1-2025-04-14,False,default,193099.0,1274.0,0.0,193099.0,193099.0,1274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1757203200,1757289600,2025-09-07T00:00:00+00:00,2025-09-08T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,92.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4.1-2025-04-14,False,incentivized-tier,901807.0,33604.0,443904.0,457903.0,457903.0,33604.0,443904.0,0.0,0.0,0.0,0.0,0.0,0.0
1757203200,1757289600,2025-09-07T00:00:00+00:00,2025-09-08T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,8.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-5-2025-08-07,False,incentivized-tier,32467.0,11222.0,0.0,32467.0,32467.0,11222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1757289600,1757376000,2025-09-08T00:00:00+00:00,2025-09-09T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,678.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4.1-2025-04-14,False,default,4131359.0,161101.0,2329984.0,1801375.0,1801375.0,161101.0,2329984.0,0.0,0.0,0.0,0.0,0.0,0.0
1757289600,1757376000,2025-09-08T00:00:00+00:00,2025-09-09T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,22.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-5-2025-08-07,False,default,96194.0,29782.0,10368.0,85826.0,85826.0,29782.0,10368.0,0.0,0.0,0.0,0.0,0.0,0.0
1757289600,1757376000,2025-09-08T00:00:00+00:00,2025-09-09T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,171.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4.1-2025-04-14,False,incentivized-tier,944598.0,57107.0,583936.0,360662.0,360662.0,57107.0,583936.0,0.0,0.0,0.0,0.0,0.0,0.0
1757376000,1757462400,2025-09-09T00:00:00+00:00,2025-09-10T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,754.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4.1-2025-04-14,False,default,5302508.0,223007.0,3068416.0,2234092.0,2234092.0,223007.0,3068416.0,0.0,0.0,0.0,0.0,0.0,0.0
1757376000,1757462400,2025-09-09T00:00:00+00:00,2025-09-10T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,79.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-5-2025-08-07,False,default,510441.0,137996.0,25856.0,484585.0,484585.0,137996.0,25856.0,0.0,0.0,0.0,0.0,0.0,0.0
