start_time,end_time,start_time_iso,end_time_iso,project_id,num_model_requests,user_id,api_key_id,model,num_requests,context_level
1759795200,1759881600,2025-10-07T00:00:00+00:00,2025-10-08T00:00:00+00:00,,,,,,,
1759881600,1759968000,2025-10-08T00:00:00+00:00,2025-10-09T00:00:00+00:00,,,,,,,
1759968000,1760054400,2025-10-09T00:00:00+00:00,2025-10-10T00:00:00+00:00,,,,,,,
1760054400,1760140800,2025-10-10T00:00:00+00:00,2025-10-11T00:00:00+00:00,,,,,,,
1760140800,1760227200,2025-10-11T00:00:00+00:00,2025-10-12T00:00:00+00:00,,,,,,,
1760227200,1760313600,2025-10-12T00:00:00+00:00,2025-10-13T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,4.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,websearch,4.0,
1760313600,1760400000,2025-10-13T00:00:00+00:00,2025-10-14T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,6.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,websearch,6.0,
1760400000,1760486400,2025-10-14T00:00:00+00:00,2025-10-15T00:00:00+00:00,,,,,,,
1760486400,1760572800,2025-10-15T00:00:00+00:00,2025-10-16T00:00:00+00:00,,,,,,,
1760572800,1760659200,2025-10-16T00:00:00+00:00,2025-10-17T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,2.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,websearch,2.0,
1760659200,1760745600,2025-10-17T00:00:00+00:00,2025-10-18T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,14.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,websearch,14.0,
1760745600,1760832000,2025-10-18T00:00:00+00:00,2025-10-19T00:00:00+00:00,,,,,,,
1760832000,1760918400,2025-10-19T00:00:00+00:00,2025-10-20T00:00:00+00:00,,,,,,,
1760918400,1761004800,2025-10-20T00:00:00+00:00,2025-10-21T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,1.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,websearch,1.0,
1761004800,1761091200,2025-10-21T00:00:00+00:00,2025-10-22T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,8.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,websearch,8.0,
1761091200,1761177600,2025-10-22T00:00:00+00:00,2025-10-23T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,16.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,websearch,16.0,
1761177600,1761264000,2025-10-23T00:00:00+00:00,2025-10-24T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,26.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,websearch,26.0,
1761177600,1761264000,2025-10-23T00:00:00+00:00,2025-10-24T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,4.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,websearch,4.0,
1761264000,1761350400,2025-10-24T00:00:00+00:00,2025-10-25T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,6.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,websearch,6.0,
1761350400,1761436800,2025-10-25T00:00:00+00:00,2025-10-26T00:00:00+00:00,,,,,,,
1761436800,1761523200,2025-10-26T00:00:00+00:00,2025-10-27T00:00:00+00:00,,,,,,,
1761523200,1761609600,2025-10-27T00:00:00+00:00,2025-10-28T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,35.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_7rpjj1xfWnavbFEx,websearch,35.0,
1761523200,1761609600,2025-10-27T00:00:00+00:00,2025-10-28T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,27.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_YOjv0zy8zVUEUXbD,websearch,27.0,
1761523200,1761609600,2025-10-27T00:00:00+00:00,2025-10-28T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,53.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,websearch,53.0,
1761523200,1761609600,2025-10-27T00:00:00+00:00,2025-10-28T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,4.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,websearch,4.0,
1761609600,1761696000,2025-10-28T00:00:00+00:00,2025-10-29T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,36.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,websearch,36.0,
1761696000,1761782400,2025-10-29T00:00:00+00:00,2025-10-30T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,12.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,websearch,12.0,
1761782400,1761868800,2025-10-30T00:00:00+00:00,2025-10-31T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,15.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,websearch,15.0,
1761868800,1761955200,2025-10-31T00:00:00+00:00,2025-11-01T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,6.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,websearch,6.0,
