start_time,end_time,start_time_iso,end_time_iso,project_id,num_model_requests,user_id,api_key_id,model,batch,service_tier,input_tokens,output_tokens,input_cached_tokens,input_uncached_tokens,input_text_tokens,output_text_tokens,input_cached_text_tokens,input_audio_tokens,input_cached_audio_tokens,output_audio_tokens,input_image_tokens,input_cached_image_tokens,output_image_tokens
1738368000,1738454400,2025-02-01T00:00:00+00:00,2025-02-02T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1738454400,1738540800,2025-02-02T00:00:00+00:00,2025-02-03T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1738540800,1738627200,2025-02-03T00:00:00+00:00,2025-02-04T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1738627200,1738713600,2025-02-04T00:00:00+00:00,2025-02-05T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1738713600,1738800000,2025-02-05T00:00:00+00:00,2025-02-06T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1738800000,1738886400,2025-02-06T00:00:00+00:00,2025-02-07T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1738886400,1738972800,2025-02-07T00:00:00+00:00,2025-02-08T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1738972800,1739059200,2025-02-08T00:00:00+00:00,2025-02-09T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1739059200,1739145600,2025-02-09T00:00:00+00:00,2025-02-10T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
1739145600,1739232000,2025-02-10T00:00:00+00:00,2025-02-11T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,238.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,chatgpt-4o-latest,False,default,239698.0,25374.0,0.0,239698.0,239698.0,25374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739232000,1739318400,2025-02-11T00:00:00+00:00,2025-02-12T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,7.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4o-mini-2024-07-18,False,default,14349.0,2505.0,0.0,14349.0,14349.0,2505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739232000,1739318400,2025-02-11T00:00:00+00:00,2025-02-12T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,312.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,chatgpt-4o-latest,False,default,1025969.0,54525.0,0.0,1025969.0,1025969.0,54525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739318400,1739404800,2025-02-12T00:00:00+00:00,2025-02-13T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,7.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4o-mini-2024-07-18,False,default,9789.0,2433.0,0.0,9789.0,9789.0,2433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739318400,1739404800,2025-02-12T00:00:00+00:00,2025-02-13T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,213.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,chatgpt-4o-latest,False,default,248263.0,24029.0,0.0,248263.0,248263.0,24029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739404800,1739491200,2025-02-13T00:00:00+00:00,2025-02-14T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,1142.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,chatgpt-4o-latest,False,default,3124863.0,279161.0,0.0,3124863.0,3124863.0,279161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739491200,1739577600,2025-02-14T00:00:00+00:00,2025-02-15T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,733.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,chatgpt-4o-latest,False,default,2869686.0,218704.0,0.0,2869686.0,2869686.0,218704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739577600,1739664000,2025-02-15T00:00:00+00:00,2025-02-16T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,27.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,chatgpt-4o-latest,False,default,76694.0,3859.0,0.0,76694.0,76694.0,3859.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739664000,1739750400,2025-02-16T00:00:00+00:00,2025-02-17T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,26.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,chatgpt-4o-latest,False,default,45973.0,6137.0,0.0,45973.0,45973.0,6137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739750400,1739836800,2025-02-17T00:00:00+00:00,2025-02-18T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,519.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,chatgpt-4o-latest,False,default,1933470.0,135526.0,0.0,1933470.0,1933470.0,135526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739836800,1739923200,2025-02-18T00:00:00+00:00,2025-02-19T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,2.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4o-2024-08-06,False,default,653.0,64.0,0.0,653.0,653.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739836800,1739923200,2025-02-18T00:00:00+00:00,2025-02-19T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,9.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4o-2024-11-20,False,default,6170.0,848.0,0.0,6170.0,6170.0,848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739836800,1739923200,2025-02-18T00:00:00+00:00,2025-02-19T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,6.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,o1-mini-2024-09-12,False,default,8975.0,3614.0,0.0,8975.0,8975.0,3614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739836800,1739923200,2025-02-18T00:00:00+00:00,2025-02-19T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,445.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,chatgpt-4o-latest,False,default,2579145.0,133031.0,0.0,2579145.0,2579145.0,133031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739923200,1740009600,2025-02-19T00:00:00+00:00,2025-02-20T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,2.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4o-mini-2024-07-18,False,default,802.0,68.0,0.0,802.0,802.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739923200,1740009600,2025-02-19T00:00:00+00:00,2025-02-20T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,652.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,chatgpt-4o-latest,False,default,1450360.0,134346.0,0.0,1450360.0,1450360.0,134346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740009600,1740096000,2025-02-20T00:00:00+00:00,2025-02-21T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,1.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,o1-mini-2024-09-12,False,default,1727.0,506.0,0.0,1727.0,1727.0,506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740009600,1740096000,2025-02-20T00:00:00+00:00,2025-02-21T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,448.0,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,chatgpt-4o-latest,False,default,901629.0,126036.0,0.0,901629.0,901629.0,126036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
