start_time,end_time,start_time_iso,end_time_iso,project_id,num_model_requests,user_id,api_key_id,model,batch,service_tier,input_tokens,output_tokens,input_cached_tokens,input_uncached_tokens,input_text_tokens,output_text_tokens,input_cached_text_tokens,input_audio_tokens,input_cached_audio_tokens,output_audio_tokens,input_image_tokens,input_cached_image_tokens,output_image_tokens
1746403200,1746489600,2025-05-05T00:00:00+00:00,2025-05-06T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,25,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4.1-2025-04-14,False,incentivized-tier,75378,3347,48640,26738,26738,3347,48640,0,0,0,0,0,0
1746403200,1746489600,2025-05-05T00:00:00+00:00,2025-05-06T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,11,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4o-search-preview-2025-03-11,False,default,34902,1040,0,34902,34902,1040,0,0,0,0,0,0,0
1746489600,1746576000,2025-05-06T00:00:00+00:00,2025-05-07T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,92,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4.1-2025-04-14,False,incentivized-tier,282669,13303,188032,94637,94637,13303,188032,0,0,0,0,0,0
1746489600,1746576000,2025-05-06T00:00:00+00:00,2025-05-07T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,26,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4o-2024-08-06,False,incentivized-tier,319301,5961,180992,138309,138309,5961,180992,0,0,0,0,0,0
1746576000,1746662400,2025-05-07T00:00:00+00:00,2025-05-08T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,707,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4.1-2025-04-14,False,default,3860987,177087,2060544,1800443,1800443,177087,2060544,0,0,0,0,0,0
1746576000,1746662400,2025-05-07T00:00:00+00:00,2025-05-08T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,62,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4o-2024-08-06,False,default,586323,12130,393344,192979,192979,12130,393344,0,0,0,0,0,0
1746576000,1746662400,2025-05-07T00:00:00+00:00,2025-05-08T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,192,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4.1-2025-04-14,False,incentivized-tier,832521,41350,507136,325385,325385,41350,507136,0,0,0,0,0,0
1746576000,1746662400,2025-05-07T00:00:00+00:00,2025-05-08T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,19,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4o-2024-08-06,False,incentivized-tier,79552,4676,39040,40512,40512,4676,39040,0,0,0,0,0,0
1746576000,1746662400,2025-05-07T00:00:00+00:00,2025-05-08T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,8,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,o3-2025-04-16,False,incentivized-tier,32228,8274,8576,23652,23652,8274,8576,0,0,0,0,0,0
1746576000,1746662400,2025-05-07T00:00:00+00:00,2025-05-08T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,2,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,o4-mini-2025-04-16,False,incentivized-tier,8948,3606,0,8948,8948,3606,0,0,0,0,0,0,0
1746576000,1746662400,2025-05-07T00:00:00+00:00,2025-05-08T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,8,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4o-2024-11-20,False,default,21581,1065,16768,4813,4813,1065,16768,0,0,0,0,0,0
1746576000,1746662400,2025-05-07T00:00:00+00:00,2025-05-08T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,1,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4.1-2025-04-14,False,incentivized-tier,16,623,0,16,16,623,0,0,0,0,0,0,0
1746576000,1746662400,2025-05-07T00:00:00+00:00,2025-05-08T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,20,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4o-search-preview-2025-03-11,False,default,80759,4879,0,80759,80759,4879,0,0,0,0,0,0,0
1746662400,1746748800,2025-05-08T00:00:00+00:00,2025-05-09T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,926,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4.1-2025-04-14,False,default,5505752,213662,3010048,2495704,2495704,213662,3010048,0,0,0,0,0,0
1746662400,1746748800,2025-05-08T00:00:00+00:00,2025-05-09T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,130,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4o-2024-08-06,False,default,592064,11801,391424,200640,200640,11801,391424,0,0,0,0,0,0
1746662400,1746748800,2025-05-08T00:00:00+00:00,2025-05-09T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,5,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,o3-2025-04-16,False,default,15609,2485,4608,11001,11001,2485,4608,0,0,0,0,0,0
1746662400,1746748800,2025-05-08T00:00:00+00:00,2025-05-09T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,154,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4.1-2025-04-14,False,incentivized-tier,827461,44740,508288,319173,319173,44740,508288,0,0,0,0,0,0
1746662400,1746748800,2025-05-08T00:00:00+00:00,2025-05-09T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,33,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4o-2024-08-06,False,incentivized-tier,110712,2841,72448,38264,38264,2841,72448,0,0,0,0,0,0
1746662400,1746748800,2025-05-08T00:00:00+00:00,2025-05-09T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,2,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,o4-mini-2025-04-16,False,incentivized-tier,11149,1524,0,11149,11149,1524,0,0,0,0,0,0,0
1746662400,1746748800,2025-05-08T00:00:00+00:00,2025-05-09T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,5,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4o-2024-11-20,False,default,14317,1486,8192,6125,6125,1486,8192,0,0,0,0,0,0
1746662400,1746748800,2025-05-08T00:00:00+00:00,2025-05-09T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,6,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4o-2024-11-20,False,incentivized-tier,13666,191,8448,5218,5218,191,8448,0,0,0,0,0,0
1746662400,1746748800,2025-05-08T00:00:00+00:00,2025-05-09T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,24,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4o-search-preview-2025-03-11,False,default,78125,7376,0,78125,78125,7376,0,0,0,0,0,0,0
1746662400,1746748800,2025-05-08T00:00:00+00:00,2025-05-09T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,1,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4o-search-preview-2025-03-11,False,default,2159,445,0,2159,2159,445,0,0,0,0,0,0,0
1746748800,1746835200,2025-05-09T00:00:00+00:00,2025-05-10T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,826,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4.1-2025-04-14,False,default,4413798,206034,2744704,1669094,1669094,206034,2744704,0,0,0,0,0,0
1746748800,1746835200,2025-05-09T00:00:00+00:00,2025-05-10T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,60,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4o-2024-08-06,False,default,321587,7687,115968,205619,205619,7687,115968,0,0,0,0,0,0
1746748800,1746835200,2025-05-09T00:00:00+00:00,2025-05-10T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,3,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,o3-2025-04-16,False,default,11878,8757,2304,9574,9574,8757,2304,0,0,0,0,0,0
1746748800,1746835200,2025-05-09T00:00:00+00:00,2025-05-10T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,210,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4.1-2025-04-14,False,incentivized-tier,943442,29260,689536,253906,253906,29260,689536,0,0,0,0,0,0
1746748800,1746835200,2025-05-09T00:00:00+00:00,2025-05-10T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,10,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4o-2024-08-06,False,incentivized-tier,26972,186,20224,6748,6748,186,20224,0,0,0,0,0,0
1746748800,1746835200,2025-05-09T00:00:00+00:00,2025-05-10T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,9,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4o-2024-11-20,False,default,32061,5585,17280,14781,14781,5585,17280,0,0,0,0,0,0
1746748800,1746835200,2025-05-09T00:00:00+00:00,2025-05-10T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,17,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4o-search-preview-2025-03-11,False,default,89530,4278,0,89530,89530,4278,0,0,0,0,0,0,0
1746835200,1746921600,2025-05-10T00:00:00+00:00,2025-05-11T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,15,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4.1-2025-04-14,False,incentivized-tier,48202,3520,16640,31562,31562,3520,16640,0,0,0,0,0,0
1746835200,1746921600,2025-05-10T00:00:00+00:00,2025-05-11T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,1,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4o-2024-08-06,False,incentivized-tier,6845,515,0,6845,6845,515,0,0,0,0,0,0,0
1746921600,1747008000,2025-05-11T00:00:00+00:00,2025-05-12T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,65,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4.1-2025-04-14,False,incentivized-tier,353258,18485,136320,216938,216938,18485,136320,0,0,0,0,0,0
1746921600,1747008000,2025-05-11T00:00:00+00:00,2025-05-12T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,36,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4o-2024-08-06,False,incentivized-tier,376529,5497,220416,156113,156113,5497,220416,0,0,0,0,0,0
1747008000,1747094400,2025-05-12T00:00:00+00:00,2025-05-13T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,971,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4.1-2025-04-14,False,default,15120145,280919,11488000,3632145,3632145,280919,11488000,0,0,0,0,0,0
1747008000,1747094400,2025-05-12T00:00:00+00:00,2025-05-13T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,26,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4o-2024-08-06,False,default,84055,2769,61440,22615,22615,2769,61440,0,0,0,0,0,0
