start_time,end_time,start_time_iso,end_time_iso,amount_value,amount_currency,line_item,project_id,organization_id,organization_name
1746403200,1746489600,2025-05-05T00:00:00+00:00,2025-05-06T00:00:00+00:00,0.48265500000000006,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1746489600,1746576000,2025-05-06T00:00:00+00:00,2025-05-07T00:00:00+00:00,,,,,,
1746576000,1746662400,2025-05-07T00:00:00+00:00,2025-05-08T00:00:00+00:00,8.52134346,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1746662400,1746748800,2025-05-08T00:00:00+00:00,2025-05-09T00:00:00+00:00,11.137419139999999,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1746748800,1746835200,2025-05-09T00:00:00+00:00,2025-05-10T00:00:00+00:00,9.756404100000001,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1746835200,1746921600,2025-05-10T00:00:00+00:00,2025-05-11T00:00:00+00:00,1.636e-05,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1746921600,1747008000,2025-05-11T00:00:00+00:00,2025-05-12T00:00:00+00:00,0.07407178,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1747008000,1747094400,2025-05-12T00:00:00+00:00,2025-05-13T00:00:00+00:00,16.08534476,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1747094400,1747180800,2025-05-13T00:00:00+00:00,2025-05-14T00:00:00+00:00,19.646177,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1747180800,1747267200,2025-05-14T00:00:00+00:00,2025-05-15T00:00:00+00:00,14.204311280000002,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1747267200,1747353600,2025-05-15T00:00:00+00:00,2025-05-16T00:00:00+00:00,6.0327602,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1747353600,1747440000,2025-05-16T00:00:00+00:00,2025-05-17T00:00:00+00:00,3.8691728200000006,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1747440000,1747526400,2025-05-17T00:00:00+00:00,2025-05-18T00:00:00+00:00,,,,,,
1747526400,1747612800,2025-05-18T00:00:00+00:00,2025-05-19T00:00:00+00:00,0.31623650000000003,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1747612800,1747699200,2025-05-19T00:00:00+00:00,2025-05-20T00:00:00+00:00,7.1056501800000005,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1747699200,1747785600,2025-05-20T00:00:00+00:00,2025-05-21T00:00:00+00:00,3.3354394599999995,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1747785600,1747872000,2025-05-21T00:00:00+00:00,2025-05-22T00:00:00+00:00,1.9020209599999998,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1747872000,1747958400,2025-05-22T00:00:00+00:00,2025-05-23T00:00:00+00:00,2.42620624,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1747958400,1748044800,2025-05-23T00:00:00+00:00,2025-05-24T00:00:00+00:00,1.3064584399999999,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1748044800,1748131200,2025-05-24T00:00:00+00:00,2025-05-25T00:00:00+00:00,0.599145,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1748131200,1748217600,2025-05-25T00:00:00+00:00,2025-05-26T00:00:00+00:00,,,,,,
1748217600,1748304000,2025-05-26T00:00:00+00:00,2025-05-27T00:00:00+00:00,3.9086281399999994,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1748304000,1748390400,2025-05-27T00:00:00+00:00,2025-05-28T00:00:00+00:00,6.038136139999999,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1748390400,1748476800,2025-05-28T00:00:00+00:00,2025-05-29T00:00:00+00:00,4.0980624599999995,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1748476800,1748563200,2025-05-29T00:00:00+00:00,2025-05-30T00:00:00+00:00,5.21952074,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1748563200,1748649600,2025-05-30T00:00:00+00:00,2025-05-31T00:00:00+00:00,2.7743233999999997,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1748649600,1748736000,2025-05-31T00:00:00+00:00,2025-06-01T00:00:00+00:00,,,,,,
1748736000,1748822400,2025-06-01T00:00:00+00:00,2025-06-02T00:00:00+00:00,0.144086,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1748822400,1748908800,2025-06-02T00:00:00+00:00,2025-06-03T00:00:00+00:00,3.0817602000000006,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1748908800,1748995200,2025-06-03T00:00:00+00:00,2025-06-04T00:00:00+00:00,0.013935,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1748995200,1749081600,2025-06-04T00:00:00+00:00,2025-06-05T00:00:00+00:00,5.201721919999999,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
