start_time,end_time,start_time_iso,end_time_iso,amount_value,amount_currency,line_item,project_id,organization_id,organization_name
1741046400,1741132800,2025-03-04T00:00:00+00:00,2025-03-05T00:00:00+00:00,6.11403191,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1741132800,1741219200,2025-03-05T00:00:00+00:00,2025-03-06T00:00:00+00:00,20.89253042,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1741219200,1741305600,2025-03-06T00:00:00+00:00,2025-03-07T00:00:00+00:00,14.844312260000002,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1741305600,1741392000,2025-03-07T00:00:00+00:00,2025-03-08T00:00:00+00:00,2.12635364,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1741392000,1741478400,2025-03-08T00:00:00+00:00,2025-03-09T00:00:00+00:00,,,,,,
1741478400,1741564800,2025-03-09T00:00:00+00:00,2025-03-10T00:00:00+00:00,5.5820000000000004e-05,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1741564800,1741651200,2025-03-10T00:00:00+00:00,2025-03-11T00:00:00+00:00,1.8524778800000001,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1741651200,1741737600,2025-03-11T00:00:00+00:00,2025-03-12T00:00:00+00:00,7.685334340000001,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1741737600,1741824000,2025-03-12T00:00:00+00:00,2025-03-13T00:00:00+00:00,2.5172917999999997,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1741824000,1741910400,2025-03-13T00:00:00+00:00,2025-03-14T00:00:00+00:00,3.7701178200000003,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1741910400,1741996800,2025-03-14T00:00:00+00:00,2025-03-15T00:00:00+00:00,5.6727286900000005,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1741996800,1742083200,2025-03-15T00:00:00+00:00,2025-03-16T00:00:00+00:00,5.0623740999999995,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1742083200,1742169600,2025-03-16T00:00:00+00:00,2025-03-17T00:00:00+00:00,1.0928345400000001,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1742169600,1742256000,2025-03-17T00:00:00+00:00,2025-03-18T00:00:00+00:00,7.127130820000001,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1742256000,1742342400,2025-03-18T00:00:00+00:00,2025-03-19T00:00:00+00:00,11.66618098,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1742342400,1742428800,2025-03-19T00:00:00+00:00,2025-03-20T00:00:00+00:00,6.138471559999998,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1742428800,1742515200,2025-03-20T00:00:00+00:00,2025-03-21T00:00:00+00:00,6.250802380000001,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1742515200,1742601600,2025-03-21T00:00:00+00:00,2025-03-22T00:00:00+00:00,10.243371810000001,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1742601600,1742688000,2025-03-22T00:00:00+00:00,2025-03-23T00:00:00+00:00,9.556e-05,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1742688000,1742774400,2025-03-23T00:00:00+00:00,2025-03-24T00:00:00+00:00,,,,,,
1742774400,1742860800,2025-03-24T00:00:00+00:00,2025-03-25T00:00:00+00:00,7.572072160000001,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1742860800,1742947200,2025-03-25T00:00:00+00:00,2025-03-26T00:00:00+00:00,3.80172012,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1742947200,1743033600,2025-03-26T00:00:00+00:00,2025-03-27T00:00:00+00:00,13.03214313,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1743033600,1743120000,2025-03-27T00:00:00+00:00,2025-03-28T00:00:00+00:00,12.668449639999999,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1743120000,1743206400,2025-03-28T00:00:00+00:00,2025-03-29T00:00:00+00:00,3.18791782,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1743206400,1743292800,2025-03-29T00:00:00+00:00,2025-03-30T00:00:00+00:00,,,,,,
1743292800,1743379200,2025-03-30T00:00:00+00:00,2025-03-31T00:00:00+00:00,2.7730743,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1743379200,1743465600,2025-03-31T00:00:00+00:00,2025-04-01T00:00:00+00:00,6.3503086799999995,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1743465600,1743552000,2025-04-01T00:00:00+00:00,2025-04-02T00:00:00+00:00,6.90622146,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1743552000,1743638400,2025-04-02T00:00:00+00:00,2025-04-03T00:00:00+00:00,3.14719236,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1743638400,1743724800,2025-04-03T00:00:00+00:00,2025-04-04T00:00:00+00:00,3.5269339599999996,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
