start_time,end_time,start_time_iso,end_time_iso,amount_value,amount_currency,line_item,project_id,organization_id,organization_name
1751760000,1751846400,2025-07-06T00:00:00+00:00,2025-07-07T00:00:00+00:00,0.0028328999999999997,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1751846400,1751932800,2025-07-07T00:00:00+00:00,2025-07-08T00:00:00+00:00,14.278984379999999,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1751932800,1752019200,2025-07-08T00:00:00+00:00,2025-07-09T00:00:00+00:00,11.107528360000002,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1752019200,1752105600,2025-07-09T00:00:00+00:00,2025-07-10T00:00:00+00:00,21.123948819999995,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1752105600,1752192000,2025-07-10T00:00:00+00:00,2025-07-11T00:00:00+00:00,19.06927332,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1752192000,1752278400,2025-07-11T00:00:00+00:00,2025-07-12T00:00:00+00:00,8.07062556,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1752278400,1752364800,2025-07-12T00:00:00+00:00,2025-07-13T00:00:00+00:00,1.8000000000000001e-06,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1752364800,1752451200,2025-07-13T00:00:00+00:00,2025-07-14T00:00:00+00:00,0.34186550000000004,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1752451200,1752537600,2025-07-14T00:00:00+00:00,2025-07-15T00:00:00+00:00,13.57274148,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1752537600,1752624000,2025-07-15T00:00:00+00:00,2025-07-16T00:00:00+00:00,9.79322862,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1752624000,1752710400,2025-07-16T00:00:00+00:00,2025-07-17T00:00:00+00:00,16.85615482,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1752710400,1752796800,2025-07-17T00:00:00+00:00,2025-07-18T00:00:00+00:00,11.074029400000002,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1752796800,1752883200,2025-07-18T00:00:00+00:00,2025-07-19T00:00:00+00:00,11.86980892,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1752883200,1752969600,2025-07-19T00:00:00+00:00,2025-07-20T00:00:00+00:00,,,,,,
1752969600,1753056000,2025-07-20T00:00:00+00:00,2025-07-21T00:00:00+00:00,0.573506,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1753056000,1753142400,2025-07-21T00:00:00+00:00,2025-07-22T00:00:00+00:00,11.207701400000003,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1753142400,1753228800,2025-07-22T00:00:00+00:00,2025-07-23T00:00:00+00:00,11.49881072,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1753228800,1753315200,2025-07-23T00:00:00+00:00,2025-07-24T00:00:00+00:00,10.065899100000001,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1753315200,1753401600,2025-07-24T00:00:00+00:00,2025-07-25T00:00:00+00:00,5.436482520000001,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1753401600,1753488000,2025-07-25T00:00:00+00:00,2025-07-26T00:00:00+00:00,5.72798798,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1753488000,1753574400,2025-07-26T00:00:00+00:00,2025-07-27T00:00:00+00:00,,,,,,
1753574400,1753660800,2025-07-27T00:00:00+00:00,2025-07-28T00:00:00+00:00,0.333585,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1753660800,1753747200,2025-07-28T00:00:00+00:00,2025-07-29T00:00:00+00:00,23.953417799999997,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1753747200,1753833600,2025-07-29T00:00:00+00:00,2025-07-30T00:00:00+00:00,17.306522159999997,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1753833600,1753920000,2025-07-30T00:00:00+00:00,2025-07-31T00:00:00+00:00,11.0865191,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1753920000,1754006400,2025-07-31T00:00:00+00:00,2025-08-01T00:00:00+00:00,8.8792015,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1754006400,1754092800,2025-08-01T00:00:00+00:00,2025-08-02T00:00:00+00:00,3.6495750999999994,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1754092800,1754179200,2025-08-02T00:00:00+00:00,2025-08-03T00:00:00+00:00,0.04094799999999999,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1754179200,1754265600,2025-08-03T00:00:00+00:00,2025-08-04T00:00:00+00:00,0.042362000000000004,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1754265600,1754352000,2025-08-04T00:00:00+00:00,2025-08-05T00:00:00+00:00,9.791795680000002,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
1754352000,1754438400,2025-08-05T00:00:00+00:00,2025-08-06T00:00:00+00:00,11.714172940000001,usd,,,org-DCh6mXCaHVgHhiNaJzFCzDcM,BCAVE
