start_time,end_time,start_time_iso,end_time_iso,project_id,num_model_requests,user_id,api_key_id,model,batch,service_tier,input_tokens,output_tokens,input_cached_tokens,input_uncached_tokens,input_text_tokens,output_text_tokens,input_cached_text_tokens,input_audio_tokens,input_cached_audio_tokens,output_audio_tokens,input_image_tokens,input_cached_image_tokens,output_image_tokens
1749081600,1749168000,2025-06-05T00:00:00+00:00,2025-06-06T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,373,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4.1-2025-04-14,False,default,2955562,155197,1143808,1811754,1811754,155197,1143808,0,0,0,0,0,0
1749081600,1749168000,2025-06-05T00:00:00+00:00,2025-06-06T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,10,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4o-2024-08-06,False,default,34586,1161,21760,12826,12826,1161,21760,0,0,0,0,0,0
1749081600,1749168000,2025-06-05T00:00:00+00:00,2025-06-06T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,185,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4.1-2025-04-14,False,incentivized-tier,897054,68445,549376,347678,347678,68445,549376,0,0,0,0,0,0
1749081600,1749168000,2025-06-05T00:00:00+00:00,2025-06-06T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,9,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4o-2024-08-06,False,incentivized-tier,28296,2721,12672,15624,15624,2721,12672,0,0,0,0,0,0
1749081600,1749168000,2025-06-05T00:00:00+00:00,2025-06-06T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,2,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,o4-mini-2025-04-16,False,incentivized-tier,6313,4061,0,6313,6313,4061,0,0,0,0,0,0,0
1749081600,1749168000,2025-06-05T00:00:00+00:00,2025-06-06T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,11,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4.1-2025-04-14,False,default,10958,2417,5504,5454,5454,2417,5504,0,0,0,0,0,0
1749081600,1749168000,2025-06-05T00:00:00+00:00,2025-06-06T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,6,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4o-2024-11-20,False,default,15458,951,6144,9314,9314,951,6144,0,0,0,0,0,0
1749081600,1749168000,2025-06-05T00:00:00+00:00,2025-06-06T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,9,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_jSyp76xB5RvqeD9e,gpt-4.1-2025-04-14,False,incentivized-tier,7657,984,2432,5225,5225,984,2432,0,0,0,0,0,0
1749081600,1749168000,2025-06-05T00:00:00+00:00,2025-06-06T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,7,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4o-search-preview-2025-03-11,False,default,19729,961,0,19729,19729,961,0,0,0,0,0,0,0
1749168000,1749254400,2025-06-06T00:00:00+00:00,2025-06-07T00:00:00+00:00,proj_rWWnRmx3KGTV6zEBFJ783zcZ,11,user-M3EyYIqPZiZUWbrUDrbYUAFE,key_hJqZHx8lZzplhoPb,gpt-4.1-2025-04-14,False,incentivized-tier,121865,12807,21248,100617,100617,12807,21248,0,0,0,0,0,0
