usage_date_utc,model,workspace,api_key,usage_type,context_window,token_type,cost_usd,cost_type
2025-08-01,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.20,token
2025-08-01,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.14,token
2025-08-04,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.18,token
2025-08-04,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.05,token
2025-08-05,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.07,token
2025-08-05,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.01,token
2025-08-05,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,1.61,token
2025-08-05,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.19,token
2025-08-06,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,3.65,token
2025-08-06,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.86,token
2025-08-07,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.16,token
2025-08-07,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.02,token
2025-08-08,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,1.11,token
2025-08-08,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.12,token
2025-08-12,Claude Opus 4,Default,BcaveKey,message,≤ 200k,input_no_cache,1.30,token
2025-08-12,Claude Opus 4,Default,BcaveKey,message,≤ 200k,output,0.83,token
2025-08-14,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.07,token
2025-08-14,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.01,token
2025-08-15,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.10,token
2025-08-15,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.05,token
2025-08-15,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.10,token
2025-08-15,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.03,token
2025-08-16,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.63,token
2025-08-16,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.34,token
2025-08-16,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.04,token
2025-08-16,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.03,token
2025-08-17,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.09,token
2025-08-17,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.01,token
2025-08-18,Claude Opus 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.48,token
2025-08-18,Claude Opus 4,Default,BcaveKey,message,≤ 200k,output,0.12,token
2025-08-18,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,3.50,token
2025-08-18,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.11,token
2025-08-20,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,3.28,token
2025-08-20,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.29,token
2025-08-21,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.20,token
2025-08-21,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.13,token
2025-08-21,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.09,token
2025-08-21,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.02,token
2025-08-22,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.04,token
2025-08-22,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.02,token
2025-08-23,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.05,token
2025-08-23,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.03,token
2025-08-24,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.21,token
2025-08-24,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.11,token
2025-08-25,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.19,token
2025-08-25,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.03,token
2025-08-26,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.01,token
2025-08-26,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.00,token
2025-08-26,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.07,token
2025-08-26,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.01,token
2025-08-27,Claude Opus 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.06,token
2025-08-27,Claude Opus 4,Default,BcaveKey,message,≤ 200k,output,0.09,token
2025-08-27,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.47,token
2025-08-27,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.07,token
2025-08-28,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.64,token
2025-08-28,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.08,token
