usage_date_utc,model,workspace,api_key,usage_type,context_window,token_type,cost_usd,cost_type
2025-10-01,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.15,token
2025-10-01,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.03,token
2025-10-02,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.38,token
2025-10-02,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.10,token
2025-10-02,Claude Sonnet 4.5,Default,BcaveKey,message,≤ 200k,input_no_cache,0.12,token
2025-10-02,Claude Sonnet 4.5,Default,BcaveKey,message,≤ 200k,output,0.08,token
2025-10-06,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.15,token
2025-10-06,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.04,token
2025-10-13,Claude Opus 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.02,token
2025-10-13,Claude Opus 4,Default,BcaveKey,message,≤ 200k,output,0.09,token
2025-10-13,Claude Sonnet 4.5,Default,BcaveKey,message,≤ 200k,input_no_cache,0.74,token
2025-10-13,Claude Sonnet 4.5,Default,BcaveKey,message,≤ 200k,output,0.14,token
2025-10-14,Claude Sonnet 4.5,Default,BcaveKey,message,≤ 200k,input_no_cache,0.04,token
2025-10-14,Claude Sonnet 4.5,Default,BcaveKey,message,≤ 200k,input_no_cache,0.31,token
2025-10-14,Claude Sonnet 4.5,Default,BcaveKey,message,≤ 200k,output,0.07,token
2025-10-15,Claude Opus 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.18,token
2025-10-15,Claude Opus 4,Default,BcaveKey,message,≤ 200k,output,0.23,token
2025-10-15,Claude Sonnet 4.5,Default,BcaveKey,message,≤ 200k,input_no_cache,0.74,token
2025-10-15,Claude Sonnet 4.5,Default,BcaveKey,message,≤ 200k,output,0.17,token
2025-10-16,Claude Sonnet 4.5,Default,BcaveKey,message,≤ 200k,input_no_cache,0.21,token
2025-10-16,Claude Sonnet 4.5,Default,BcaveKey,message,≤ 200k,output,0.03,token
2025-10-17,Claude Opus 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.07,token
2025-10-17,Claude Opus 4,Default,BcaveKey,message,≤ 200k,output,0.07,token
2025-10-17,Claude Sonnet 4.5,Default,BcaveKey,message,≤ 200k,input_no_cache,0.66,token
2025-10-17,Claude Sonnet 4.5,Default,BcaveKey,message,≤ 200k,input_cache_read,0.87,token
2025-10-17,Claude Sonnet 4.5,Default,BcaveKey,message,≤ 200k,input_cache_write_5m,2.10,token
2025-10-17,Claude Sonnet 4.5,Default,BcaveKey,message,≤ 200k,output,0.84,token
2025-10-20,Claude Sonnet 4.5,Default,BcaveKey,message,≤ 200k,input_no_cache,0.47,token
2025-10-20,Claude Sonnet 4.5,Default,BcaveKey,message,≤ 200k,output,0.20,token
2025-10-22,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.60,token
2025-10-22,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.07,token
2025-10-22,Claude Sonnet 4.5,Default,BcaveKey,message,≤ 200k,input_no_cache,0.66,token
2025-10-22,Claude Sonnet 4.5,Default,BcaveKey,message,≤ 200k,output,0.19,token
2025-10-23,Claude Opus 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.04,token
2025-10-23,Claude Opus 4,Default,BcaveKey,message,≤ 200k,output,0.05,token
2025-10-23,Claude Sonnet 4.5,Default,BcaveKey,message,≤ 200k,input_no_cache,0.48,token
2025-10-23,Claude Sonnet 4.5,Default,BcaveKey,message,≤ 200k,output,0.08,token
2025-10-24,Claude Opus 4,Default,BcaveKey,message,≤ 200k,input_no_cache,1.70,token
2025-10-24,Claude Opus 4,Default,BcaveKey,message,≤ 200k,output,1.76,token
2025-10-24,Claude Sonnet 4.5,Default,BcaveKey,message,≤ 200k,input_no_cache,0.33,token
2025-10-24,Claude Sonnet 4.5,Default,BcaveKey,message,≤ 200k,output,0.03,token
2025-10-26,Claude Opus 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.07,token
2025-10-26,Claude Opus 4,Default,BcaveKey,message,≤ 200k,output,0.21,token
2025-10-27,Claude Opus 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.30,token
2025-10-27,Claude Opus 4,Default,BcaveKey,message,≤ 200k,output,0.32,token
2025-10-27,Claude Sonnet 4.5,Default,BcaveKey,message,≤ 200k,input_no_cache,0.12,token
2025-10-27,Claude Sonnet 4.5,Default,BcaveKey,message,≤ 200k,output,0.02,token
2025-10-28,Claude Opus 4,Default,BcaveKey,message,≤ 200k,input_no_cache,2.26,token
2025-10-28,Claude Opus 4,Default,BcaveKey,message,≤ 200k,output,1.09,token
2025-10-28,Claude Sonnet 4.5,Default,BcaveKey,message,≤ 200k,input_no_cache,0.13,token
2025-10-28,Claude Sonnet 4.5,Default,BcaveKey,message,≤ 200k,output,0.02,token
2025-10-29,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.28,token
2025-10-29,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.04,token
2025-10-29,Claude Sonnet 4.5,Default,BcaveKey,message,≤ 200k,input_no_cache,0.35,token
2025-10-29,Claude Sonnet 4.5,Default,BcaveKey,message,≤ 200k,output,0.04,token
2025-10-30,Claude Opus 4,Default,BcaveKey,message,≤ 200k,input_no_cache,2.97,token
2025-10-30,Claude Opus 4,Default,BcaveKey,message,≤ 200k,output,0.37,token
2025-10-30,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.07,token
2025-10-30,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.01,token
2025-10-31,Claude Sonnet 4.5,Default,BcaveKey,message,≤ 200k,input_no_cache,0.13,token
2025-10-31,Claude Sonnet 4.5,Default,BcaveKey,message,≤ 200k,output,0.02,token
