usage_date_utc,model,workspace,api_key,usage_type,context_window,token_type,cost_usd,cost_type
2025-09-01,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.07,token
2025-09-01,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.06,token
2025-09-02,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.11,token
2025-09-02,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.02,token
2025-09-03,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.08,token
2025-09-03,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.10,token
2025-09-04,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.03,token
2025-09-04,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.01,token
2025-09-10,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.06,token
2025-09-10,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.02,token
2025-09-12,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.07,token
2025-09-12,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.03,token
2025-09-17,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.36,token
2025-09-17,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.09,token
2025-09-18,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.01,token
2025-09-18,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.00,token
2025-09-18,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.18,token
2025-09-18,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.05,token
2025-09-19,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.06,token
2025-09-19,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.03,token
2025-09-21,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.34,token
2025-09-21,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.04,token
2025-09-22,Claude Opus 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.01,token
2025-09-22,Claude Opus 4,Default,BcaveKey,message,≤ 200k,output,0.04,token
2025-09-22,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.09,token
2025-09-22,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.02,token
2025-09-23,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.23,token
2025-09-23,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.05,token
2025-09-24,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.04,token
2025-09-24,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.06,token
2025-09-28,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.44,token
2025-09-28,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.22,token
2025-09-29,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,input_no_cache,0.07,token
2025-09-29,Claude Sonnet 4,Default,BcaveKey,message,≤ 200k,output,0.01,token
