usage_date_utc,model,workspace,api_key,usage_type,context_window,token_type,cost_usd,cost_type
2025-05-05,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.06,token
2025-05-05,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.03,token
2025-05-07,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,input_no_cache,0.01,token
2025-05-07,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,output,0.01,token
2025-05-07,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.06,token
2025-05-07,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.02,token
2025-05-08,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,input_no_cache,0.06,token
2025-05-08,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,output,0.01,token
2025-05-08,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.22,token
2025-05-08,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.06,token
2025-05-09,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,8.80,token
2025-05-09,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,2.26,token
2025-05-12,Claude Opus 3,Default,BcaveKey,message,≤ 200k,input_no_cache,0.00,token
2025-05-12,Claude Opus 3,Default,BcaveKey,message,≤ 200k,output,0.00,token
2025-05-12,Claude Sonnet 3.5 2024-10-22,Default,BcaveKey,message,≤ 200k,input_no_cache,0.22,token
2025-05-12,Claude Sonnet 3.5 2024-10-22,Default,BcaveKey,message,≤ 200k,input_cache_write_5m,1.48,token
2025-05-12,Claude Sonnet 3.5 2024-10-22,Default,BcaveKey,message,≤ 200k,input_cache_read,0.65,token
2025-05-12,Claude Sonnet 3.5 2024-10-22,Default,BcaveKey,message,≤ 200k,output,0.80,token
2025-05-12,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.31,token
2025-05-12,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,output,0.07,token
2025-05-13,Claude Haiku 3,Default,BcaveKey,message,≤ 200k,input_no_cache,0.00,token
2025-05-13,Claude Haiku 3,Default,BcaveKey,message,≤ 200k,input_cache_write_5m,0.02,token
2025-05-13,Claude Haiku 3,Default,BcaveKey,message,≤ 200k,input_cache_read,0.01,token
2025-05-13,Claude Haiku 3,Default,BcaveKey,message,≤ 200k,output,0.00,token
2025-05-13,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,input_no_cache,0.01,token
2025-05-13,Claude Haiku 3.5,Default,BcaveKey,message,≤ 200k,output,0.00,token
2025-05-13,Claude Sonnet 3.5 2024-10-22,Default,BcaveKey,message,≤ 200k,input_no_cache,0.47,token
2025-05-13,Claude Sonnet 3.5 2024-10-22,Default,BcaveKey,message,≤ 200k,input_cache_write_5m,3.67,token
2025-05-13,Claude Sonnet 3.5 2024-10-22,Default,BcaveKey,message,≤ 200k,input_cache_read,1.72,token
2025-05-13,Claude Sonnet 3.5 2024-10-22,Default,BcaveKey,message,≤ 200k,output,2.00,token
2025-05-13,Claude Sonnet 3.7,Default,BcaveKey,message,≤ 200k,input_no_cache,0.19,token
